y_val,y_pred_xgb_wc
77063,63458.152
57498,54364.258
43295,38780.086
44914,37455.137
29693,29370.371
44419,43568.39
100678,94992.88
44934,41697.01
37688,34804.055
43227,36678.086
62088,52604.562
26469,23310.166
26925,20637.482
16418,14938.372
11390,9888.62
34350,31584.1
38338,37353.54
36944,39944.297
55918,57473.23
24671,28479.629
47135,46542.117
32606,31715.395
44522,43660.363
10742,10440.083
42811,40439.797
16447,15399.639
33649,34454.203
42216,39451.49
51169,44766.06
15692,16046.532
44287,40621.523
37639,35748.504
31232,29490.521
54493,49649.887
81051,58785.844
35283,30382.322
36880,34466.848
22264,21209.473
30698,27858.652
54928,47873.08
91946,92900.74
40141,38087.0
47952,41191.82
64035,53279.785
15787,12803.294
17945,16563.84
51558,46777.832
54942,47868.65
30228,33873.94
22051,24230.857
51608,46014.63
32341,32370.719
52517,55339.52
44106,42175.973
53566,46022.223
40499,36684.133
42805,47874.473
27609,25423.104
19503,17416.637
30183,27212.559
55112,49724.727
19786,27586.379
45658,43127.125
17998,14642.405
41062,37574.15
68189,57477.766
37424,30437.375
31933,36766.56
18236,21001.305
15790,14788.233
20643,19923.46
40219,41442.984
58192,53023.38
55462,55091.68
32290,31415.04
37387,35279.64
94255,87640.93
61710,50515.02
74875,61551.566
71793,68080.99
27656,22377.662
53843,47963.387
21504,22544.58
28306,23680.357
55400,51340.812
116770,100032.54
52981,56931.76
90751,82793.88
35034,32605.562
57048,52710.44
50766,49233.266
74844,72550.56
23835,21360.92
41822,35005.574
56253,55455.695
26784,25516.043
40020,32766.91
24069,26369.705
23725,20684.436
43310,37065.957
51715,47849.508
40451,34356.74
43485,41733.35
20839,17395.11
15969,15048.5625
16399,15568.136
18021,18560.227
16721,16901.043
24068,21205.346
13485,11724.371
35671,32648.127
15887,15091.952
34742,32992.414
15111,12799.048
17547,16379.621
27942,26751.227
13816,12554.558
11850,13228.122
17696,19163.12
31961,31019.125
51612,49893.285
43683,42441.12
15175,15422.79
26086,22281.934
16189,14361.908
37527,34862.137
47438,47210.047
72353,62599.324
49407,43018.39
18161,18523.598
88528,74948.94
50465,52291.8
30283,28114.117
27754,24599.271
17218,14019.151
19407,20365.182
33111,32449.744
38390,33309.582
28316,27731.338
60026,52989.61
46604,41267.652
51019,43744.617
34258,30009.754
50996,49015.754
31011,28827.094
47088,40342.58
20504,19885.234
35217,33340.81
32476,29290.295
64079,59126.184
54978,52992.434
39127,36752.95
41106,35655.348
28081,26106.498
24088,25615.648
19795,23788.98
21913,21670.309
9788,11043.428
68018,63490.14
36220,32172.174
26844,26164.72
23845,23750.73
38350,31308.965
23189,23378.135
46179,43257.64
39458,38989.176
41183,39491.543
24831,22582.77
19696,18676.168
18782,18650.416
64744,51386.906
53023,46005.293
113486,99705.43
46357,45824.85
33411,32069.686
62411,58728.5
73091,67105.86
64283,55588.074
43470,39740.902
66413,54696.254
48111,41415.574
15652,13249.398
50758,49041.914
23256,21142.178
17788,17095.283
22074,21192.385
19216,16323.879
12760,11546.563
15083,12446.363
24668,22087.916
12052,11347.086
27549,23680.162
19822,20398.043
38859,32802.0
10325,6713.7134
20205,20180.555
7596,8148.181
14093,11838.011
36002,34507.574
18976,18328.76
69082,66131.44
48353,41843.586
23260,22858.488
34794,29965.4
40345,35639.723
25574,22931.389
14765,13731.078
20178,20067.842
33889,29361.49
26896,27670.445
7171,7054.115
17099,15430.167
23577,23104.83
26620,24982.266
34937,49921.18
17269,20511.795
37863,36825.867
18752,13625.33
39232,34166.68
12270,12765.963
24371,19978.475
47482,40431.62
19670,20076.918
27845,26182.152
19831,16331.521
66638,54663.46
42236,40449.992
11777,12234.436
21690,20336.62
32477,29999.033
21444,21184.043
36267,32352.824
23196,22174.355
14901,14509.782
9441,10917.654
19888,19127.12
20868,19444.48
39349,30637.39
21654,21233.822
42900,39428.688
46982,43489.457
27436,25746.094
43318,35047.38
26451,22465.709
17491,17241.445
23405,20305.775
27898,26469.922
24822,24034.867
70754,65889.55
10244,11531.587
34565,31082.105
40524,37115.43
46996,43617.887
34046,29873.875
20712,19507.86
24654,21920.438
54155,50528.0
33307,29728.016
87738,76116.35
36552,35021.977
45100,43165.17
37588,35983.336
68442,62371.887
36296,31722.879
58191,51320.094
25164,23291.223
19589,19368.451
25166,21774.715
39722,32585.262
28915,27434.225
44023,38710.76
20883,18331.064
35930,40362.258
16207,18739.77
9210,7299.74
13417,12881.891
11057,8612.885
19511,18756.59
19030,12249.691
21433,20058.836
21955,23188.906
24631,21622.91
12605,11162.37
9137,7030.1807
12176,10914.332
10197,10420.264
7860,5324.066
22572,22143.857
22591,20991.436
17022,16624.244
38553,33805.66
51462,49748.445
32239,27158.727
23988,22712.791
35149,31811.082
12751,13275.912
8507,10117.396
34209,28529.951
31234,26296.436
14238,13640.481
9753,11857.376
17381,15074.663
18917,18639.932
5848,5617.792
43283,37163.723
18523,19043.201
48793,39112.492
15493,13664.908
52714,42703.246
20200,16803.527
13364,14149.208
13933,12131.056
17682,16646.13
45631,38109.715
30491,28297.805
29237,29264.922
38149,34759.508
24566,21469.824
18827,18650.453
20957,19386.945
10402,9938.433
14033,12037.5
16766,17739.195
47591,34324.34
22871,17364.896
20915,19358.54
27028,28211.256
20024,16476.994
21540,18199.283
17251,19272.09
27577,24774.412
18855,17571.834
8857,9330.568
19863,21858.97
42442,36591.223
29834,26350.916
15416,15198.802
30222,25008.914
46598,43136.05
30067,29594.467
14979,16113.312
16663,13882.158
31584,28708.512
19313,16399.393
56743,45520.625
33694,31463.78
38177,32428.525
47412,44074.86
47205,37645.855
14314,12825.277
26308,26731.494
43225,39377.31
36181,30906.11
31055,27122.3
19202,18192.354
20361,19693.121
29669,26775.041
15539,12821.169
10443,10382.386
11652,10575.135
11276,9706.022
7961,6045.7505
26709,24637.963
15490,13755.434
7844,6269.567
16185,12278.086
11251,10266.868
12256,9916.911
31487,27040.064
16547,13151.884
11764,8971.07
24165,22440.695
11641,11122.535
23071,21736.076
18716,27426.164
9576,9028.331
15525,13883.979
19886,17588.826
22075,16722.578
29270,24406.566
18741,15811.202
31582,28152.363
12489,10182.953
12356,8966.731
16198,12618.765
44054,39450.95
35050,31425.107
15275,15041.627
24415,18997.871
32243,36440.33
22734,19983.334
35606,33142.426
40164,35292.574
11432,9585.52
62431,59326.164
10276,2954.0117
35457,32237.514
18862,13689.671
12439,9407.243
12118,10846.555
11628,10743.577
13140,11292.357
7278,7838.739
26113,26254.035
34920,32771.414
36234,33981.492
15680,13870.274
26541,25042.682
18250,18411.523
27397,25174.814
14986,15337.971
13615,9702.034
29953,24206.84
19973,17527.574
32668,28046.309
37256,31798.453
14528,10001.857
23046,21355.508
33431,31858.795
23821,20512.598
12491,9938.77
33570,28646.191
8890,6543.6445
17402,15816.181
43833,33026.457
24018,22125.8
16783,16926.238
21187,21716.477
20594,18586.344
11909,10833.989
35577,39226.945
12212,12115.216
24323,22580.787
21339,18560.525
23907,37715.742
30549,27287.846
23745,21964.14
30372,23504.809
29536,27211.287
28253,24848.803
39964,35627.715
25715,23568.082
30925,26116.72
33731,33196.254
25286,23979.104
13315,12875.991
20779,15645.258
5259,5104.908
15698,14260.427
15106,11439.437
12376,10176.592
14523,16426.05
29760,23127.074
11377,11842.475
38691,26830.496
32326,30762.229
16664,18292.584
26841,24512.285
23271,21793.568
53236,57249.797
22212,21600.143
31877,25730.275
8773,8522.463
20517,25423.023
8832,8126.815
33818,29376.186
13016,14538.854
21932,18214.617
5599,3857.4783
20543,16612.967
30413,26198.965
27115,26772.95
47708,40534.3
46971,35695.863
33201,29161.46
42633,39528.207
46047,56231.055
11379,8804.232
7675,3899.0732
16442,15509.402
23724,20007.307
28151,24064.943
28441,29705.787
43915,39161.3
28852,30543.168
20795,20362.047
24076,23364.713
24921,21737.283
47998,43071.285
9772,7397.3765
29720,22481.951
7092,9202.2705
26664,22900.84
40514,36225.28
35852,32736.896
21755,20455.162
28717,26657.615
24881,21692.018
24733,22758.988
18587,18613.588
14022,14037.051
19384,20248.176
22911,20207.29
30410,31671.342
21273,22490.04
24144,19694.871
29411,27695.338
12397,11496.267
22083,17931.906
24049,27127.92
14506,13764.6455
18313,15356.552
47261,42499.7
17125,15029.821
22712,23193.172
27710,23869.19
12563,11106.431
49203,41278.05
60310,52359.957
64951,64688.266
32889,29879.691
19006,20723.172
20720,19592.465
16441,15283.618
44176,35127.707
22095,20341.373
23684,23374.045
34649,36023.46
16258,19453.17
28849,27408.088
57806,53822.586
57093,49745.824
40490,32095.06
37562,32300.234
74358,63088.48
48853,44201.934
14234,14800.261
21205,17774.084
21838,17080.748
28199,32914.793
18661,18273.785
16424,13372.993
4523,3497.1218
15248,16240.12
13777,9533.608
6437,5268.6147
26427,36081.547
16748,16385.746
22132,21076.842
15800,19158.82
13734,9617.462
15650,17038.22
10416,8724.363
11117,15738.966
21198,25957.049
15035,10032.086
7727,3505.0571
25006,17216.049
42408,40532.426
32637,28007.21
11367,14504.049
26269,25572.736
12894,10109.749
11145,8779.406
34390,31482.234
15760,17069.488
20953,13574.587
19080,20058.203
7869,8083.667
8253,7489.607
54774,48957.055
54806,41891.914
10370,13703.019
15211,11135.164
14997,16693.666
24057,21331.422
20630,16431.785
12489,8810.477
23138,21048.463
30759,26160.096
26048,22312.232
10485,8949.576
18709,15248.603
12259,11084.576
22598,21626.191
26491,22122.227
13263,9751.729
33242,37864.316
19700,18034.902
10458,9239.143
15290,14294.119
20273,21958.084
8752,8102.37
15363,18278.254
38107,39148.273
21295,19813.14
24297,19714.967
22923,35251.953
41892,46372.703
26640,26099.16
12490,11227.64
7056,6362.2676
17447,11159.868
14706,14140.363
24819,24979.293
27418,24426.002
16860,17119.416
30308,22486.227
37043,33881.973
36458,29735.941
20658,21192.842
35170,23886.45
20409,18086.252
31341,33882.734
17136,15247.269
23352,20208.21
16738,13229.309
22759,25739.56
22806,16962.547
29078,22618.291
28751,22492.719
21686,20872.953
25790,26495.336
55336,42984.066
29997,24715.428
61111,56528.723
5617,-830.15576
9444,7469.8896
12178,14334.535
5599,5197.029
9088,11953.076
34367,46194.094
8994,7623.3784
16340,17021.857
9709,9682.295
7152,2696.5444
14459,15173.725
16897,16019.294
6679,4871.0254
7644,5560.14
3523,2580.7324
6604,3969.6292
20910,17241.426
20097,15800.093
19643,14912.543
8772,885.6654
14355,10937.172
35074,31307.393
20309,19455.486
21360,18961.002
9369,9303.124
3744,5242.224
19252,16832.934
19757,17268.574
6760,4222.0625
8434,3600.8574
54780,57856.633
11704,9916.426
16378,16008.284
31794,68513.36
11190,7050.1353
10341,7988.2476
26308,18231.6
9067,8912.875
7773,3278.4102
19578,13978.713
7988,3363.764
8911,172.53488
12471,10604.6875
15337,11266.158
13180,6884.454
29933,29633.236
27470,27018.537
8277,7737.7373
16169,17123.303
9104,9522.403
16544,16602.94
13890,10586.279
13666,16985.656
13116,12968.366
12461,14656.062
13607,18606.447
21542,24353.96
16476,16154.087
13285,9964.8545
21462,21962.229
10837,12157.436
5047,5427.4185
16657,27105.693
5357,4736.7964
11648,13498.932
7963,-170.1841
12472,8320.774
24629,20995.727
32007,24554.758
19952,13480.587
12602,8861.711
12190,9127.167
4198,6627.3755
13110,11729.82
25121,22848.406
21053,20429.885
57216,55039.582
32190,25439.154
17758,13346.288
30393,29205.65
17038,12251.661
25858,35338.016
29673,32275.36
21198,15245.424
15078,12024.853
9202,8609.448
33124,39513.168
25416,35452.934
21586,17003.342
28454,23085.61
15880,16544.947
13335,11061.605
10924,8840.725
36115,30535.414
13245,13583.368
38439,36657.605
9728,11913.3955
13966,10271.224
22443,17150.316
4435,4814.9585
36987,42685.47
14078,13866.348
15078,17564.139
27838,29921.18
24671,26560.115
13433,18241.723
19633,20920.564
17501,22619.818
24704,20297.71
15650,15374.873
14196,12437.132
13367,11504.197
32436,27300.123
12195,11135.495
21383,20573.322
42647,36923.117
40016,37175.67
16054,8693.1875
15651,10561.244
20593,16050.902
17948,17673.215
36106,32497.701
19807,22171.223
21359,22223.12
67303,61053.83
13075,11274.112
35945,34102.816
68041,61538.18
49788,41515.957
19683,14844.021
20211,19996.613
13346,11666.945
11153,5799.658
34715,29811.621
18659,18269.475
12633,12267.052
22249,17519.678
29829,28362.998
36411,31700.453
26724,25040.002
49476,41901.754
25113,23992.672
23878,23197.248
14040,11929.53
13624,12930.388
19525,20759.352
25809,24751.217
13336,14232.601
9894,11467.964
33720,29382.53
29307,28973.703
37182,38343.9
23681,23472.834
31409,30148.914
24670,25242.715
15286,16394.934
33428,27208.8
20038,17541.57
12403,11764.559
23895,20033.633
20550,19320.354
36412,33579.098
40531,37400.395
21669,22892.256
69034,56318.65
34260,31096.879
13216,11434.849
15149,15501.359
23909,23250.61
26830,23645.65
21518,18650.309
31485,27612.889
73217,68124.27
31625,37053.492
64864,54271.348
44979,44141.754
46717,40381.094
27186,26796.56
51500,40821.41
33881,28777.396
17888,19291.238
13815,14584.621
21058,25094.318
18221,14211.811
11618,10446.126
19858,14780.886
39456,40066.22
11189,10800.612
33303,32815.684
25289,23316.682
42382,43615.305
31514,34106.375
9379,12014.671
27629,30290.121
14974,16114.194
14065,16445.219
55957,39031.94
20847,18017.889
15979,13678.815
13266,17821.209
17749,15197.585
23796,23754.803
32708,29463.594
32188,29704.611
46232,44955.37
74767,68986.99
17104,14965.845
14524,16774.213
69350,66158.27
14422,12487.474
25076,25766.346
23462,19447.377
24815,27518.545
81658,68343.36
14770,14922.585
35323,30328.879
23446,26910.473
24846,20960.342
25542,24477.19
20914,16973.293
52280,45399.203
23664,23004.592
18821,14381.732
27061,32975.242
37549,35752.375
27801,25618.049
34068,31356.967
35869,28835.629
27703,27753.84
34729,27254.51
48774,40866.523
22311,21666.623
15989,15112.471
18783,17441.059
10448,14448.06
13130,14982.003
26804,25201.354
31574,32753.258
29098,28060.363
54636,54037.914
35417,36735.52
15438,18171.01
29932,29609.617
17476,16265.936
15720,15747.91
35111,32411.074
30732,25525.396
50367,46560.2
34972,35116.938
34152,28821.717
39904,32594.756
