y_val,y_pred_dummy
19407,29589.66334546848
33111,29589.66334546848
38390,29589.66334546848
28316,29589.66334546848
60026,29589.66334546848
46604,29589.66334546848
51019,29589.66334546848
34258,29589.66334546848
50996,29589.66334546848
31011,29589.66334546848
47088,29589.66334546848
20504,29589.66334546848
35217,29589.66334546848
32476,29589.66334546848
64079,29589.66334546848
54978,29589.66334546848
39127,29589.66334546848
41106,29589.66334546848
28081,29589.66334546848
24088,29589.66334546848
19795,29589.66334546848
21913,29589.66334546848
9788,29589.66334546848
68018,29589.66334546848
36220,29589.66334546848
26844,29589.66334546848
23845,29589.66334546848
38350,29589.66334546848
23189,29589.66334546848
46179,29589.66334546848
39458,29589.66334546848
41183,29589.66334546848
24831,29589.66334546848
19696,29589.66334546848
18782,29589.66334546848
64744,29589.66334546848
53023,29589.66334546848
113486,29589.66334546848
46357,29589.66334546848
33411,29589.66334546848
62411,29589.66334546848
73091,29589.66334546848
64283,29589.66334546848
43470,29589.66334546848
66413,29589.66334546848
48111,29589.66334546848
15652,29589.66334546848
50758,29589.66334546848
23256,29589.66334546848
17788,29589.66334546848
22074,29589.66334546848
19216,29589.66334546848
12760,29589.66334546848
15083,29589.66334546848
24668,29589.66334546848
12052,29589.66334546848
27549,29589.66334546848
19822,29589.66334546848
38859,29589.66334546848
10325,29589.66334546848
20205,29589.66334546848
7596,29589.66334546848
14093,29589.66334546848
36002,29589.66334546848
18976,29589.66334546848
69082,29589.66334546848
48353,29589.66334546848
23260,29589.66334546848
34794,29589.66334546848
40345,29589.66334546848
25574,29589.66334546848
14765,29589.66334546848
20178,29589.66334546848
33889,29589.66334546848
26896,29589.66334546848
7171,29589.66334546848
17099,29589.66334546848
23577,29589.66334546848
26620,29589.66334546848
34937,29589.66334546848
17269,29589.66334546848
37863,29589.66334546848
18752,29589.66334546848
39232,29589.66334546848
12270,29589.66334546848
24371,29589.66334546848
47482,29589.66334546848
19670,29589.66334546848
27845,29589.66334546848
19831,29589.66334546848
66638,29589.66334546848
42236,29589.66334546848
11777,29589.66334546848
21690,29589.66334546848
32477,29589.66334546848
21444,29589.66334546848
36267,29589.66334546848
23196,29589.66334546848
14901,29589.66334546848
9441,29589.66334546848
19888,29589.66334546848
20868,29589.66334546848
39349,29589.66334546848
21654,29589.66334546848
42900,29589.66334546848
46982,29589.66334546848
27436,29589.66334546848
43318,29589.66334546848
26451,29589.66334546848
17491,29589.66334546848
23405,29589.66334546848
27898,29589.66334546848
24822,29589.66334546848
70754,29589.66334546848
10244,29589.66334546848
34565,29589.66334546848
40524,29589.66334546848
46996,29589.66334546848
34046,29589.66334546848
20712,29589.66334546848
24654,29589.66334546848
54155,29589.66334546848
33307,29589.66334546848
87738,29589.66334546848
36552,29589.66334546848
45100,29589.66334546848
37588,29589.66334546848
68442,29589.66334546848
36296,29589.66334546848
58191,29589.66334546848
25164,29589.66334546848
19589,29589.66334546848
25166,29589.66334546848
39722,29589.66334546848
28915,29589.66334546848
44023,29589.66334546848
20883,29589.66334546848
35930,29589.66334546848
16207,29589.66334546848
9210,29589.66334546848
13417,29589.66334546848
11057,29589.66334546848
19511,29589.66334546848
19030,29589.66334546848
21433,29589.66334546848
21955,29589.66334546848
24631,29589.66334546848
12605,29589.66334546848
9137,29589.66334546848
12176,29589.66334546848
10197,29589.66334546848
7860,29589.66334546848
22572,29589.66334546848
22591,29589.66334546848
17022,29589.66334546848
38553,29589.66334546848
51462,29589.66334546848
32239,29589.66334546848
23988,29589.66334546848
35149,29589.66334546848
12751,29589.66334546848
8507,29589.66334546848
34209,29589.66334546848
31234,29589.66334546848
14238,29589.66334546848
9753,29589.66334546848
17381,29589.66334546848
18917,29589.66334546848
5848,29589.66334546848
43283,29589.66334546848
18523,29589.66334546848
48793,29589.66334546848
15493,29589.66334546848
52714,29589.66334546848
20200,29589.66334546848
13364,29589.66334546848
13933,29589.66334546848
17682,29589.66334546848
45631,29589.66334546848
30491,29589.66334546848
29237,29589.66334546848
38149,29589.66334546848
24566,29589.66334546848
18827,29589.66334546848
20957,29589.66334546848
10402,29589.66334546848
14033,29589.66334546848
16766,29589.66334546848
47591,29589.66334546848
22871,29589.66334546848
20915,29589.66334546848
27028,29589.66334546848
20024,29589.66334546848
21540,29589.66334546848
17251,29589.66334546848
27577,29589.66334546848
18855,29589.66334546848
8857,29589.66334546848
19863,29589.66334546848
42442,29589.66334546848
29834,29589.66334546848
15416,29589.66334546848
30222,29589.66334546848
46598,29589.66334546848
30067,29589.66334546848
14979,29589.66334546848
16663,29589.66334546848
31584,29589.66334546848
19313,29589.66334546848
56743,29589.66334546848
33694,29589.66334546848
38177,29589.66334546848
47412,29589.66334546848
47205,29589.66334546848
14314,29589.66334546848
26308,29589.66334546848
43225,29589.66334546848
36181,29589.66334546848
31055,29589.66334546848
19202,29589.66334546848
20361,29589.66334546848
29669,29589.66334546848
15539,29589.66334546848
10443,29589.66334546848
11652,29589.66334546848
11276,29589.66334546848
7961,29589.66334546848
26709,29589.66334546848
15490,29589.66334546848
7844,29589.66334546848
16185,29589.66334546848
11251,29589.66334546848
12256,29589.66334546848
31487,29589.66334546848
16547,29589.66334546848
11764,29589.66334546848
24165,29589.66334546848
11641,29589.66334546848
23071,29589.66334546848
18716,29589.66334546848
9576,29589.66334546848
15525,29589.66334546848
19886,29589.66334546848
22075,29589.66334546848
29270,29589.66334546848
18741,29589.66334546848
31582,29589.66334546848
12489,29589.66334546848
12356,29589.66334546848
16198,29589.66334546848
44054,29589.66334546848
35050,29589.66334546848
15275,29589.66334546848
24415,29589.66334546848
32243,29589.66334546848
22734,29589.66334546848
35606,29589.66334546848
40164,29589.66334546848
11432,29589.66334546848
62431,29589.66334546848
10276,29589.66334546848
35457,29589.66334546848
18862,29589.66334546848
12439,29589.66334546848
12118,29589.66334546848
11628,29589.66334546848
13140,29589.66334546848
7278,29589.66334546848
26113,29589.66334546848
34920,29589.66334546848
36234,29589.66334546848
15680,29589.66334546848
26541,29589.66334546848
18250,29589.66334546848
27397,29589.66334546848
14986,29589.66334546848
13615,29589.66334546848
29953,29589.66334546848
19973,29589.66334546848
32668,29589.66334546848
37256,29589.66334546848
14528,29589.66334546848
23046,29589.66334546848
33431,29589.66334546848
23821,29589.66334546848
12491,29589.66334546848
33570,29589.66334546848
8890,29589.66334546848
17402,29589.66334546848
43833,29589.66334546848
24018,29589.66334546848
16783,29589.66334546848
21187,29589.66334546848
20594,29589.66334546848
11909,29589.66334546848
35577,29589.66334546848
12212,29589.66334546848
24323,29589.66334546848
21339,29589.66334546848
23907,29589.66334546848
30549,29589.66334546848
23745,29589.66334546848
30372,29589.66334546848
29536,29589.66334546848
28253,29589.66334546848
39964,29589.66334546848
25715,29589.66334546848
30925,29589.66334546848
33731,29589.66334546848
25286,29589.66334546848
13315,29589.66334546848
20779,29589.66334546848
5259,29589.66334546848
15698,29589.66334546848
15106,29589.66334546848
12376,29589.66334546848
14523,29589.66334546848
29760,29589.66334546848
11377,29589.66334546848
38691,29589.66334546848
32326,29589.66334546848
16664,29589.66334546848
26841,29589.66334546848
23271,29589.66334546848
53236,29589.66334546848
22212,29589.66334546848
31877,29589.66334546848
8773,29589.66334546848
20517,29589.66334546848
8832,29589.66334546848
33818,29589.66334546848
13016,29589.66334546848
21932,29589.66334546848
5599,29589.66334546848
20543,29589.66334546848
30413,29589.66334546848
27115,29589.66334546848
47708,29589.66334546848
46971,29589.66334546848
33201,29589.66334546848
42633,29589.66334546848
46047,29589.66334546848
11379,29589.66334546848
7675,29589.66334546848
16442,29589.66334546848
23724,29589.66334546848
28151,29589.66334546848
28441,29589.66334546848
43915,29589.66334546848
28852,29589.66334546848
20795,29589.66334546848
24076,29589.66334546848
24921,29589.66334546848
47998,29589.66334546848
9772,29589.66334546848
29720,29589.66334546848
7092,29589.66334546848
26664,29589.66334546848
40514,29589.66334546848
35852,29589.66334546848
21755,29589.66334546848
28717,29589.66334546848
24881,29589.66334546848
24733,29589.66334546848
18587,29589.66334546848
14022,29589.66334546848
19384,29589.66334546848
22911,29589.66334546848
30410,29589.66334546848
21273,29589.66334546848
24144,29589.66334546848
29411,29589.66334546848
12397,29589.66334546848
22083,29589.66334546848
24049,29589.66334546848
14506,29589.66334546848
18313,29589.66334546848
47261,29589.66334546848
17125,29589.66334546848
22712,29589.66334546848
27710,29589.66334546848
12563,29589.66334546848
49203,29589.66334546848
60310,29589.66334546848
64951,29589.66334546848
32889,29589.66334546848
19006,29589.66334546848
20720,29589.66334546848
16441,29589.66334546848
44176,29589.66334546848
22095,29589.66334546848
23684,29589.66334546848
34649,29589.66334546848
16258,29589.66334546848
28849,29589.66334546848
57806,29589.66334546848
57093,29589.66334546848
40490,29589.66334546848
37562,29589.66334546848
74358,29589.66334546848
48853,29589.66334546848
14234,29589.66334546848
21205,29589.66334546848
21838,29589.66334546848
28199,29589.66334546848
18661,29589.66334546848
16424,29589.66334546848
4523,29589.66334546848
15248,29589.66334546848
13777,29589.66334546848
6437,29589.66334546848
26427,29589.66334546848
16748,29589.66334546848
22132,29589.66334546848
15800,29589.66334546848
13734,29589.66334546848
15650,29589.66334546848
10416,29589.66334546848
11117,29589.66334546848
21198,29589.66334546848
15035,29589.66334546848
7727,29589.66334546848
25006,29589.66334546848
42408,29589.66334546848
32637,29589.66334546848
11367,29589.66334546848
26269,29589.66334546848
12894,29589.66334546848
11145,29589.66334546848
34390,29589.66334546848
15760,29589.66334546848
20953,29589.66334546848
19080,29589.66334546848
7869,29589.66334546848
8253,29589.66334546848
54774,29589.66334546848
54806,29589.66334546848
10370,29589.66334546848
15211,29589.66334546848
14997,29589.66334546848
24057,29589.66334546848
20630,29589.66334546848
12489,29589.66334546848
23138,29589.66334546848
30759,29589.66334546848
26048,29589.66334546848
10485,29589.66334546848
18709,29589.66334546848
12259,29589.66334546848
22598,29589.66334546848
26491,29589.66334546848
13263,29589.66334546848
33242,29589.66334546848
19700,29589.66334546848
10458,29589.66334546848
15290,29589.66334546848
20273,29589.66334546848
8752,29589.66334546848
15363,29589.66334546848
38107,29589.66334546848
21295,29589.66334546848
24297,29589.66334546848
22923,29589.66334546848
41892,29589.66334546848
26640,29589.66334546848
12490,29589.66334546848
7056,29589.66334546848
17447,29589.66334546848
14706,29589.66334546848
24819,29589.66334546848
27418,29589.66334546848
16860,29589.66334546848
30308,29589.66334546848
37043,29589.66334546848
36458,29589.66334546848
20658,29589.66334546848
35170,29589.66334546848
20409,29589.66334546848
31341,29589.66334546848
17136,29589.66334546848
23352,29589.66334546848
16738,29589.66334546848
22759,29589.66334546848
22806,29589.66334546848
29078,29589.66334546848
28751,29589.66334546848
21686,29589.66334546848
25790,29589.66334546848
55336,29589.66334546848
29997,29589.66334546848
61111,29589.66334546848
5617,29589.66334546848
9444,29589.66334546848
12178,29589.66334546848
5599,29589.66334546848
9088,29589.66334546848
34367,29589.66334546848
8994,29589.66334546848
16340,29589.66334546848
9709,29589.66334546848
7152,29589.66334546848
14459,29589.66334546848
16897,29589.66334546848
6679,29589.66334546848
7644,29589.66334546848
3523,29589.66334546848
6604,29589.66334546848
20910,29589.66334546848
20097,29589.66334546848
19643,29589.66334546848
8772,29589.66334546848
