y_true,proba_xgb,proba_lgbm
1.0,0.23157714,0.0777003381601414
0.0,0.1981681,0.027961640506346048
0.0,0.21072604,0.04852414337354402
0.0,0.21072604,0.045550062447323625
0.0,0.1981681,0.03168016232636122
0.0,0.1981681,0.04649217259309516
0.0,0.1981681,0.032936448913800556
0.0,0.1981681,0.03637651834783087
0.0,0.1981681,0.03168016232636122
0.0,0.1981681,0.04102182417319914
0.0,0.1981681,0.03308659069742357
0.0,0.1981681,0.02747056731436945
0.0,0.1981681,0.026814491396857626
0.0,0.1981681,0.026726196451422112
0.0,0.1981681,0.0356947443812827
0.0,0.1981681,0.027961640506346048
0.0,0.1981681,0.028781017903065177
0.0,0.1981681,0.09945642310781312
0.0,0.1981681,0.026814491396857626
0.0,0.1981681,0.0372751663166353
0.0,0.1981681,0.027961640506346048
0.0,0.1981681,0.03389399835476963
0.0,0.22989224,0.07188869214391634
0.0,0.22652218,0.034831225409355376
0.0,0.23064661,0.053996022559060386
0.0,0.1981681,0.030395957488390794
1.0,0.23346768,0.0979979068987648
0.0,0.1981681,0.03724063166192161
0.0,0.21072604,0.04083728051346458
0.0,0.1981681,0.03765294037313674
0.0,0.1981681,0.026726196451422112
0.0,0.1981681,0.028781017903065177
0.0,0.1981681,0.027961640506346048
0.0,0.21434176,0.05479894741456351
0.0,0.22787765,0.04829850679284857
0.0,0.1981681,0.03267449360555904
0.0,0.1981681,0.026726196451422112
0.0,0.1981681,0.027961640506346048
0.0,0.1981681,0.027961640506346048
0.0,0.1981681,0.026726196451422112
0.0,0.1981681,0.027961640506346048
0.0,0.1981681,0.03168016232636122
1.0,0.27886662,0.11589017139115868
0.0,0.2268353,0.06412441182165335
0.0,0.1981681,0.027961640506346048
0.0,0.1981681,0.033949971594381505
0.0,0.1981681,0.027961640506346048
0.0,0.1981681,0.027961640506346048
0.0,0.1981681,0.027961640506346048
0.0,0.1981681,0.03831455071611459
0.0,0.1981681,0.026726196451422112
0.0,0.21072604,0.037878295130600585
0.0,0.1981681,0.0372751663166353
0.0,0.26040164,0.14743816950723346
0.0,0.1981681,0.027961640506346048
0.0,0.1981681,0.06039912538876281
0.0,0.4068698,0.09019613973906207
0.0,0.1981681,0.027961640506346048
1.0,0.1981681,0.10955915935426777
0.0,0.1981681,0.026814491396857626
0.0,0.22926277,0.05372146381293574
0.0,0.1981681,0.026814491396857626
0.0,0.1981681,0.03812848928198494
0.0,0.1981681,0.03926506734106447
0.0,0.2586069,0.05261913210983429
0.0,0.1981681,0.027961640506346048
0.0,0.1981681,0.04485757707139914
0.0,0.21710354,0.04411615279010958
0.0,0.1981681,0.04953172529571042
0.0,0.1981681,0.026726196451422112
0.0,0.1981681,0.027961640506346048
0.0,0.1981681,0.0509681756304852
0.0,0.1981681,0.027961640506346048
0.0,0.23346768,0.09064708112244368
0.0,0.23346768,0.0792311726609967
0.0,0.1981681,0.0356947443812827
0.0,0.21872136,0.045480850750593514
0.0,0.1981681,0.027961640506346048
0.0,0.1981681,0.037951154227157634
0.0,0.1981681,0.028781017903065177
0.0,0.1981681,0.0356947443812827
0.0,0.21072604,0.04135571293957102
